mesero_sin_charola mesero_sin_charola NCMS000
mil_arrugas mil_arrugas NCFS000
patas_de_bolillo patas_de_bolillo NCFS000
sin_hueso sin_hueso NCMS000
sin_uña sin_uña NCFS000
tercer_ojo tercer_ojo NCMS000
<lavar>_a_mano lavar_a_mano $1:VM
